,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
449,59,mani good question nomin leav mani thought encourag remark bring lot joy day read ,for having so many good questions about the nominations and leaving his many thoughtful and encouraging remarks. You've bring a lot of joy to my day when I read them! ,6.33,graial#0787,2022-05-16T22:00:00.000Z,['discussion']
450,60, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",5.0,BOILΞR(Chris)#8898,2022-05-26T22:00:00.000Z,['discussion']
451,61,attend engag book club second chapter call ,for attending and engaging with the book club's second chapter call ,5.67,graial#0787,2022-05-25T22:00:00.000Z,['attendance']
452,62, max semenchuk vote new board member trust seed 🌱 ,@Max Semenchuk for being voted in as the new Board members of the Trusted Seed! 🌱 ,6.33,iviangita#3204,2022-05-16T22:00:00.000Z,
453,63, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",5.67,senryu#5767,2022-05-26T22:00:00.000Z,['discussion']
454,64, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",5.67,"Griff (💜,💜)#8888",2022-05-26T22:00:00.000Z,['discussion']
455,65, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",5.67,kamikazechaser#6855,2022-05-26T22:00:00.000Z,['discussion']
456,66, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",5.0,AmwFund#0979,2022-05-26T22:00:00.000Z,['discussion']
457,67, provid amaz overview establish role polycentr govern model case studi passion tec , for providing an amazing overview on the establishment of roles/polycentric governance model for the case studies and for her passion for the TEC ,5.67,Praise#7460,2022-05-14T22:00:00.000Z,
458,68,keep discord telegram space free spam 🔥 ,for keeping our discord and telegram space free of spam 🔥 ,5.67,chuygarcia.eth#6692,2022-05-26T22:00:00.000Z,
459,69,support commun promot bookclub ,for supporting the communications and promotion of the bookclub! ,8.0,iviangita#3204,2022-05-18T22:00:00.000Z,['general']
460,70,alway top plan execut common prize despit challeng face vote process ,for being always top on planning and execution of Commons Prize despite of the challenges faced in the voting process ,5.83,Tamarandom#9361,2022-06-02T22:00:00.000Z,
461,71,help alway coordin common prize materi learn much ,for helping me and always coordinating with me with all the Commons Prize material! I learn so much from you. ,5.83,Tamarandom#9361,2022-05-25T22:00:00.000Z,['work']
462,72,amaz work coordin common prize ,for their amazing work coordinating the Commons Prize! ,5.83,usamaahmed#9991,2022-05-26T22:00:00.000Z,['work']
463,73,honor invit short notic share wealth knowledg help improv prais make great tool commun ,and for honoring our invitation under short notice and sharing their wealth of knowledge to help improve Praise and make it a great tool for our communities ,6.63,divine_comedian#5493,2022-05-23T22:00:00.000Z,"['work', 'share']"
464,74,lead think like common bookclub ,for leading the Think Like a Commoner bookclub! ,8.0,Annn3#3538,2022-05-18T22:00:00.000Z,['lead']
465,75,provid overview insight comment polycentr govern model case studi ,for providing an overview and insightful comments on the polycentric governance model for the case studies ,9.67,liviade#1387,2022-05-08T22:00:00.000Z,
466,76,facilit prais deploy session thank incred job sacrif extra time even though import commit ,for facilitating the Praise deployment session. Thank you for doing an incredible job and sacrificing extra time even though you had an important commitment. ,5.83,Tamarandom#9361,2022-05-23T22:00:00.000Z,
467,77,write thought articl common economi common stack ,for writing a thoughtful article about commons economies and the commons stack! ,7.0,anna-marie#8824,2022-05-08T22:00:00.000Z,['work']
468,78,share prais deploy insight help prais becom better product ,for sharing his praise deployment insights to help praise become a better product ,8.0,divine_comedian#5493,2022-05-23T22:00:00.000Z,"['work', 'share']"
469,79,organ miro board well us map prais system deploy ,for organizing the miro board SO well for us to map the praise system deployment ,6.33,Tamarandom#9361,2022-05-23T22:00:00.000Z,
470,80, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",6.33,iviangita#3204,2022-05-26T22:00:00.000Z,['discussion']
471,81, griff 💜 💜 max semenchuk trust seed gener assembl today raf find handl discord ,"@griff (💜, 💜) @Max Semenchuk for the Trusted Seed General Assembly today. (And Raf, but I can't find his handle in our Discord) ",6.33,iviangita#3204,2022-05-16T22:00:00.000Z,
472,82, griff 💜 💜 max semenchuk trust seed gener assembl today raf find handl discord ,"@griff (💜, 💜) @Max Semenchuk for the Trusted Seed General Assembly today. (And Raf, but I can't find his handle in our Discord) ",7.0,"Griff (💜,💜)#8888",2022-05-16T22:00:00.000Z,
473,83, max semenchuk vote new board member trust seed 🌱 ,@Max Semenchuk for being voted in as the new Board members of the Trusted Seed! 🌱 ,7.67,Letty#5399,2022-05-16T22:00:00.000Z,
474,84, provid amaz overview establish role polycentr govern model case studi passion tec , for providing an amazing overview on the establishment of roles/polycentric governance model for the case studies and for her passion for the TEC ,7.67,Tamarandom#9361,2022-05-14T22:00:00.000Z,
475,85, yineisi mota larg part outreach common prize week 🏆 ,@Yineisy Mota for doing such a large part of the outreach for Commons Prize this week! 🏆 ,7.67,usamaahmed#9991,2022-05-16T22:00:00.000Z,
476,86, john ellison richardblythman algovera ai amaz project work make final round common prize prepar help commun learn mission posit impact creat space super excit work build 🙏🏽 ,"@John Ellison @richardblythman | Algovera.ai for all the amazing projects you're working on, making it to the final round of Commons Prize, and all the preparation you do to help our community learn more about your mission and the positive impact you create in this space. We're super excited to work and build with any of you! 🙏🏽 ",15.67,richardblythman | Algovera.ai#3425,2022-05-26T22:00:00.000Z,['work']
477,87, griff 💜 💜 entertain inform host gener assembl today ,"@griff (💜, 💜) for being such an entertaining and informative host on the General Assembly today. ",7.67,"Griff (💜,💜)#8888",2022-05-16T22:00:00.000Z,['lead']
478,88,prepar spreadsheet damag control ,for preparing spreadsheets for damage control ,9.0,mafer_cordovas#1034,2022-05-29T22:00:00.000Z,['share']
479,89, max semenchuk vote new board member trust seed 🌱 ,@Max Semenchuk for being voted in as the new Board members of the Trusted Seed! 🌱 ,4.67,Max Semenchuk#3335,2022-05-16T22:00:00.000Z,
480,90,attent kind offer support 💜 ,"for being attentive, kind and for offering support 💜 ",4.0,usamaahmed#9991,2022-05-18T22:00:00.000Z,['general']
481,91, nick fiorξnza john ellison blockchain socialist ⬛🟥⬛ present nomin common prize today vote parti great get ask question real time hear vision commun ,@Nick FIORΞNZA @John Ellison @The Blockchain Socialist ⬛🟥⬛ for presenting their nominations for the Commons Prize in today's voting party! It was great to get to ask questions in real time and hear more about your visions of these communities. ,4.67,The Blockchain Socialist ⬛🟥⬛#5005,2022-05-15T22:00:00.000Z,['discussion']
482,92,review provid feedback newslett content ,for reviewing and providing feedback on the newsletter content ,4.0,Tamarandom#9361,2022-05-30T22:00:00.000Z,
483,93, nick fiorξnza john ellison blockchain socialist ⬛🟥⬛ present nomin common prize today vote parti great get ask question real time hear vision commun ,@Nick FIORΞNZA @John Ellison @The Blockchain Socialist ⬛🟥⬛ for presenting their nominations for the Commons Prize in today's voting party! It was great to get to ask questions in real time and hear more about your visions of these communities. ,3.1,Jeremy&TheGospelOfChange#8201,2022-05-15T22:00:00.000Z,['discussion']
484,94,meaning convers ,and for this meaningful conversation! ,4.67,Annn3#3538,2022-06-02T22:00:00.000Z,
485,95, chri byrn knt 🦎 🦎 john ellison present commun nomin common prize last friday video help trust seed get know nomin commun better order cast vote ,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",10.5,Juankbell#7458,2022-05-15T22:00:00.000Z,['work']
486,96,organ miro board well us map prais system deploy ,for organizing the miro board SO well for us to map the praise system deployment ,4.67,RachaelMalachy#5837,2022-05-23T22:00:00.000Z,
487,97, nick fiorξnza john ellison blockchain socialist ⬛🟥⬛ present nomin common prize today vote parti great get ask question real time hear vision commun ,@Nick FIORΞNZA @John Ellison @The Blockchain Socialist ⬛🟥⬛ for presenting their nominations for the Commons Prize in today's voting party! It was great to get to ask questions in real time and hear more about your visions of these communities. ,10.5,Juankbell#7458,2022-05-15T22:00:00.000Z,['discussion']
488,98,may guest writer provid us bold analysi around holist valu system dao ✍️ 🧡 ,for being our May Guest Writer and providing us a bold analysis around a Holistic Value System for DAOs ✍️ 🧡 ,4.67,MartinB#6719,2022-06-05T22:00:00.000Z,['work']
489,99,help us reconnect bot bridg telegram group discord channel ,for helping us reconnect the bot that bridges our Telegram group with our Discord channel ,5.33,geleeroyale#3228,2022-06-05T22:00:00.000Z,['work']
490,100,stimul discuss today allow reflect share learn first field test common ,for a very stimulating discussion today and allowing me to reflect and share some of the learning we've had from the first field test of a Commons. ,9.67,Annn3#3538,2022-05-14T22:00:00.000Z,"['discussion', 'share', 'hack']"
491,101, attend week  book club review chapter  david bollier book think like common 🤓 📚 ,  for attending week 2 of the book club reviewing chapter 1 of David Bolliers book thinking like a commoner! 🤓 📚 ,5.33,chuygarcia.eth#6692,2022-05-18T22:00:00.000Z,['attendance']
